OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Shape_Area_1,Shape_Length,Shape_Area
78,3,119,75,75.000000000000000,75,75,1,78,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,8509.644157284807079,3410908.466096572112292
79,3,96,76,76.000000000000000,76,76,1,79,{9FAB9D25-4861-4946-96B3-77F2822F9497},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19952.970000000001164,80.750000000000000,AK,190803031704,Michigan Creek,M,NM,190803031708,0.000000000000000,0.000000000000000,41026.802638000001025,1,321,9826.229999999999563,JUQ4,512321,PNJUQ4,10499.3,8/4/2015 0:00:00,Yes,Digitized,Image,B - Within 90 Meters,0.000000000000000, ,Digitized from Landsat8 image dated 8/4/15,38135,2015,8/6/2015 0:00:00,dmgriggs,No,8/23/2015 0:00:00,,E63D7CEC-7D73-4518-B214-D36148A7598C,N,2010 - 2019,2015.000000000000000,2010.000000000000000,49557.338172999996459,622.536921689999986,23.227942466999998,41026.802638000001025,80746821.342199996113777,7448.383292623022498,2903014.126045675016940
80,,,77,77.000000000000000,77,77,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7588.335510421998151,2824859.481642188038677
81,3,119,78,78.000000000000000,78,78,1,81,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,15006.139153456553686,7392530.542688481509686
82,3,119,79,79.000000000000000,79,79,1,82,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,4031.107889118367439,679166.028385157231241
83,3,119,80,80.000000000000000,80,80,1,83,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,10016.535655213958307,4792797.964339113794267
84,,,81,81.000000000000000,81,81,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10709.265077874903000,5724997.613660520873964
85,,,82,82.000000000000000,82,82,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.814491718083900,550318.792909696814604
86,,,83,83.000000000000000,83,83,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11663.872667440793521,6684901.896515210159123
87,,,84,84.000000000000000,84,84,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.421314055316543,1112577.724463161313906
88,,,85,85.000000000000000,85,85,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294.625284424471829,561611.515755117870867
89,3,96,86,86.000000000000000,86,86,2,89,{9FAB9D25-4861-4946-96B3-77F2822F9497},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19952.970000000001164,80.750000000000000,AK,190803031704,Michigan Creek,M,NM,190803031708,0.000000000000000,0.000000000000000,41026.802638000001025,1,321,9826.229999999999563,JUQ4,512321,PNJUQ4,10499.3,8/4/2015 0:00:00,Yes,Digitized,Image,B - Within 90 Meters,0.000000000000000, ,Digitized from Landsat8 image dated 8/4/15,38135,2015,8/6/2015 0:00:00,dmgriggs,No,8/23/2015 0:00:00,,E63D7CEC-7D73-4518-B214-D36148A7598C,N,2010 - 2019,2015.000000000000000,2010.000000000000000,49557.338172999996459,622.536921689999986,23.227942466999998,41026.802638000001025,80746821.342199996113777,17904.479304601489275,13692123.108982013538480
90,3,119,87,87.000000000000000,87,87,1,90,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,10283.349570942365972,3593439.946813418064266
91,3,119,88,88.000000000000000,88,88,1,91,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,7360.934806365018630,2225119.809246682096273
92,,,89,89.000000000000000,89,89,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.154350782235042,133738.008138298231643
93,,,90,90.000000000000000,90,90,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640.728214141775425,3140431.596581574063748
94,,,91,91.000000000000000,91,91,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11667.760753619781099,6107419.297993807122111
95,,,92,92.000000000000000,92,92,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969.097041665377219,758165.540075145429000
96,,,93,93.000000000000000,93,93,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003.020209701873682,1288706.663041155785322
97,,,94,94.000000000000000,94,94,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17400.865667167585343,14904047.609964692965150
98,3,119,95,95.000000000000000,95,95,1,98,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,17777.144452154389000,5903783.150276610627770
99,3,119,96,96.000000000000000,96,96,1,99,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,2192.418325283687864,231922.215055055159610
100,3,119,97,97.000000000000000,97,97,1,100,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,18.854464233522336,17.098265388253932
101,3,119,97,97.000000000000000,97,97,2,101,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,16505.287627716585121,10693544.902360895648599
102,3,119,98,98.000000000000000,98,98,2,102,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,11730.528422504368791,5961458.976903526112437
103,3,119,99,99.000000000000000,99,99,1,103,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,2062.419688598130506,280068.052952357626054
104,3,119,100,100.000000000000000,100,100,2,104,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,10982.449232688533812,5717482.575667582452297
105,3,146,101,101.000000000000000,101,101,1,105,{6FCF2977-8700-4085-8AA5-F6B2CB78FD19},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14288.090000000000146,57.820000000000000,AK,190803031706,190803031706-South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,31113.282034500000009,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,659.316947449000054,26.879279210499998,31113.282034500000009,57821831.914599999785423,12344.038173293798536,9250040.599704394116998
106,3,96,102,102.000000000000000,102,102,2,106,{9FAB9D25-4861-4946-96B3-77F2822F9497},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19952.970000000001164,80.750000000000000,AK,190803031704,Michigan Creek,M,NM,190803031708,0.000000000000000,0.000000000000000,41026.802638000001025,1,321,9826.229999999999563,JUQ4,512321,PNJUQ4,10499.3,8/4/2015 0:00:00,Yes,Digitized,Image,B - Within 90 Meters,0.000000000000000, ,Digitized from Landsat8 image dated 8/4/15,38135,2015,8/6/2015 0:00:00,dmgriggs,No,8/23/2015 0:00:00,,E63D7CEC-7D73-4518-B214-D36148A7598C,N,2010 - 2019,2015.000000000000000,2010.000000000000000,49557.338172999996459,622.536921689999986,23.227942466999998,41026.802638000001025,80746821.342199996113777,10256.761163611281518,6089606.384432317689061
107,3,96,103,103.000000000000000,103,103,1,107,{9FAB9D25-4861-4946-96B3-77F2822F9497},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19952.970000000001164,80.750000000000000,AK,190803031704,Michigan Creek,M,NM,190803031708,0.000000000000000,0.000000000000000,41026.802638000001025,1,321,9826.229999999999563,JUQ4,512321,PNJUQ4,10499.3,8/4/2015 0:00:00,Yes,Digitized,Image,B - Within 90 Meters,0.000000000000000, ,Digitized from Landsat8 image dated 8/4/15,38135,2015,8/6/2015 0:00:00,dmgriggs,No,8/23/2015 0:00:00,,E63D7CEC-7D73-4518-B214-D36148A7598C,N,2010 - 2019,2015.000000000000000,2010.000000000000000,49557.338172999996459,622.536921689999986,23.227942466999998,41026.802638000001025,80746821.342199996113777,7310.479339170901767,3182136.454582241363823
108,3,96,104,104.000000000000000,104,104,1,108,{9FAB9D25-4861-4946-96B3-77F2822F9497},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19952.970000000001164,80.750000000000000,AK,190803031704,Michigan Creek,M,NM,190803031708,0.000000000000000,0.000000000000000,41026.802638000001025,1,321,9826.229999999999563,JUQ4,512321,PNJUQ4,10499.3,8/4/2015 0:00:00,Yes,Digitized,Image,B - Within 90 Meters,0.000000000000000, ,Digitized from Landsat8 image dated 8/4/15,38135,2015,8/6/2015 0:00:00,dmgriggs,No,8/23/2015 0:00:00,,E63D7CEC-7D73-4518-B214-D36148A7598C,N,2010 - 2019,2015.000000000000000,2010.000000000000000,49557.338172999996459,622.536921689999986,23.227942466999998,41026.802638000001025,80746821.342199996113777,6411.493816821280234,2689435.883698872290552
109,3,119,105,105.000000000000000,105,105,1,109,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,1167.033351442341882,64305.647175787009473
110,3,119,106,106.000000000000000,106,106,1,110,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,6323.393553631481154,1710093.072263474809006
111,3,119,107,107.000000000000000,107,107,2,111,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,13200.037815313704414,8994000.249126439914107
112,3,119,108,108.000000000000000,108,108,1,112,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,5039.302139914347208,593923.807410596171394
113,3,119,109,109.000000000000000,109,109,2,113,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,10718.363406182688777,5419888.401134575717151
114,3,119,110,110.000000000000000,110,110,2,114,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,16857.679371632810216,11018475.585222458466887
115,3,146,111,111.000000000000000,111,111,1,115,{6FCF2977-8700-4085-8AA5-F6B2CB78FD19},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14288.090000000000146,57.820000000000000,AK,190803031706,190803031706-South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,31113.282034500000009,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,659.316947449000054,26.879279210499998,31113.282034500000009,57821831.914599999785423,6692.039617562441890,2755471.847700733691454
116,3,146,112,112.000000000000000,112,112,1,116,{6FCF2977-8700-4085-8AA5-F6B2CB78FD19},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14288.090000000000146,57.820000000000000,AK,190803031706,190803031706-South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,31113.282034500000009,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,659.316947449000054,26.879279210499998,31113.282034500000009,57821831.914599999785423,5723.703763566682028,1370563.397334198234603
117,3,119,113,113.000000000000000,113,113,2,117,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,24505.088905580556457,22558727.432498864829540
118,3,119,114,114.000000000000000,114,114,2,118,{028A61FF-DF9E-40BE-8BA1-4A99B67E1FB8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39798.379999999997381,161.060000000000002,AK,190803031809,Outlet Goodpaster River,M,NM,190803031904,0.000000000000000,0.000000000000000,88343.982325200006017,1,284,49816.250000000000000,B284,312284,P00284, ,11/26/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,1152,2003,11/26/2004 0:00:00,gschmunk, ,8/19/2003 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,116558.365732000005664,358.192379916999982,9.084239863340001,88343.982325200006017,161058267.921999990940094,10740.514945455795896,3672348.369396843481809
119,4,197,115,115.000000000000000,115,115,1,119,{7F5614B6-73BD-45E8-9F24-272A9F2496FA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39529.110000000000582,159.969999999999999,AK,190803031708,Lower South Fork Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,87072.417635599995265,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,476.550060336999991,21.957477066300001,87072.417635599995265,159968643.102999985218048,5732.247848774005433,1454129.974630358163267
