OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
122,,,118,118.000000000000000,118,118,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8553.967575002108788,3988519.308789010159671
123,,,119,119.000000000000000,119,119,0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776.057074768931216,82793.220313932222780
124,,,120,120.000000000000000,120,120,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14104.002803449107887,9939709.317888759076595
125,,,121,121.000000000000000,121,121,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3189.143080748041029,292670.007214370882139
126,,,122,122.000000000000000,122,122,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8847.143932049697469,2223586.747409054543823
127,,,123,123.000000000000000,123,123,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9662.919158702265122,4861507.462678370065987
128,,,124,124.000000000000000,124,124,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394.194310316011070,1988542.753064415184781
129,,,125,125.000000000000000,125,125,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8505.598506571379403,4189514.855630891863257
130,,,126,126.000000000000000,126,126,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.715060381443209,13841.833988725558811
131,,,127,127.000000000000000,127,127,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6071.893001053700573,1542686.655808185227215
132,,,128,128.000000000000000,128,128,0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7588.879667786789469,3131082.720309366006404
133,,,129,129.000000000000000,129,129,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15847.779331533285585,12105617.970558634027839
134,,,130,130.000000000000000,130,130,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17829.771020203810622,14142286.555383445695043
135,,,131,131.000000000000000,131,131,0,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10268.820953120874037,5687269.296969242393970
136,,,132,132.000000000000000,132,132,0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12696.429934052421231,7910747.629908557981253
137,,,133,133.000000000000000,133,133,0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6389.186976624429008,1782921.304119488457218
138,,,134,134.000000000000000,134,134,0,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066.821407783409086,1953110.691846857080236
139,,,135,135.000000000000000,135,135,0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18567.214297182435985,16889460.942531079053879
140,,,136,136.000000000000000,136,136,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13631.012444610303646,7175234.632736030966043
141,,,137,137.000000000000000,137,137,0,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9742.454126957483822,4213860.202745078131557
142,,,138,138.000000000000000,138,138,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8001.796555378196899,3724581.569818643387407
143,,,139,139.000000000000000,139,139,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6561.297849569951723,2004585.994877682998776
144,,,140,140.000000000000000,140,140,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14084.573636318686113,8179297.309604967944324
145,,,141,141.000000000000000,141,141,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10229.606897153438695,5338244.818554782308638
146,,,142,142.000000000000000,142,142,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7663.128716783332493,1502127.524483839748427
147,,,143,143.000000000000000,143,143,0,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8379.585953328405594,3429995.274791891686618
148,,,144,144.000000000000000,144,144,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496.187255661147901,1707436.432300801854581
149,,,145,145.000000000000000,145,145,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311.372854108864885,1362608.310164977330714
150,,,146,146.000000000000000,146,146,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.229247363424292,1689244.278144242241979
151,,,147,147.000000000000000,147,147,0,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10969.927015688965184,6011936.511308257468045
152,,,148,148.000000000000000,148,148,0,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4054.574125269090018,679946.301477590342984
153,,,149,149.000000000000000,149,149,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000000000000000,25.000000000000000
154,,,149,149.000000000000000,149,149,0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.872151984710399,907507.463993046781980
155,,,150,150.000000000000000,150,150,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7453.186654951223318,2920709.234951679129153
156,,,151,151.000000000000000,151,151,0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109.131562426412529,544241.028538272599690
157,,,152,152.000000000000000,152,152,0,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626.021626562226629,1191598.898340288084000
158,,,153,153.000000000000000,153,153,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7360.035603297366833,2166899.555691396817565
159,,,154,154.000000000000000,154,154,0,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9046.571817142985310,3706904.777704295702279
160,,,155,155.000000000000000,155,155,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.053357873400046,123598.339303859946085
161,,,156,156.000000000000000,156,156,0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14384.969309414023883,10620185.602055739611387
162,1,150,157,157.000000000000000,157,157,1,162,2,119,main,active, ,M,150,EB, , ,824,364.043885831000011,0.000000000000000, ,156.000000000000000,14.000000000000000,150,EB,{6FCF2977-8700-4085-8AA5-F6B2CB78FD19},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,14288.090000000000146,57.820000000000000,AK,190803031706,190803031706-South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,31113.282034500000009,1,31113.282034500000009,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,401.042434381000021,7682.547340503349005,2743284.340585576836020
163,,,158,158.000000000000000,158,158,0,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10842.425767621805790,6115531.296961057931185
164,,,159,159.000000000000000,159,159,0,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8907.220381275432374,4559508.507342627272010
165,,,160,160.000000000000000,160,160,0,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11827.860707948266281,7437851.945008306764066
166,,,161,161.000000000000000,161,161,0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9007.960752552451595,4548466.254836585372686
167,,,162,162.000000000000000,162,162,0,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546.200152587769480,472841.363542645412963
168,,,163,163.000000000000000,163,163,0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130.522928180442250,19182568.915958579629660
169,,,164,164.000000000000000,164,164,0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6088.853938859499067,1405266.770372745348141
170,,,165,165.000000000000000,165,165,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.640267882263288,1609242.935221139108762
171,,,166,166.000000000000000,166,166,0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9677.030237171997214,2457168.371119287330657
172,,,167,167.000000000000000,167,167,0,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9088.587821101773443,2623726.759670580737293
173,,,168,168.000000000000000,168,168,0,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854464225004111,17.098265372828997
174,,,168,168.000000000000000,168,168,0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16442.093603823894227,9085687.773691294714808
175,,,169,169.000000000000000,169,169,0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9609.538928729269173,3746987.742528168484569
176,,,170,170.000000000000000,170,170,0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.114526313252554,503933.931235398107674
177,,,171,171.000000000000000,171,171,0,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10264.257441789983204,4495113.157747292891145
178,,,172,172.000000000000000,172,172,0,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071.726014616272096,644853.197553879115731
179,,,173,173.000000000000000,173,173,0,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.622356947827939,697968.279138534795493
180,,,174,174.000000000000000,174,174,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11562.165107909318976,5569484.692443772219121
181,,,175,175.000000000000000,175,175,0,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10127.318767154578381,4193861.932043712120503
182,,,176,176.000000000000000,176,176,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.648598552007570,2733220.893737298436463
183,,,177,177.000000000000000,177,177,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7940.592890516444641,3301029.233127516694367
184,,,178,178.000000000000000,178,178,0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255.688703540941788,780604.104260230320506
185,,,179,179.000000000000000,179,179,0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11408.906487554488194,7043107.075668381527066
186,,,180,180.000000000000000,180,180,0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4866.742245422129599,1122616.591243772767484
187,,,181,181.000000000000000,181,181,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.468034161503965,3808227.390474028885365
188,,,182,182.000000000000000,182,182,0,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490.067491273660380,245949.139585675817216
189,,,183,183.000000000000000,183,183,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9754.105748156136542,3746384.175824896432459
190,,,184,184.000000000000000,184,184,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014.285976085106086,619129.049530904740095
191,,,185,185.000000000000000,185,185,0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10089.609352487599608,4359191.298455574549735
192,,,186,186.000000000000000,186,186,0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3797.014480573685432,521217.919462161895353
193,,,187,187.000000000000000,187,187,0,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10752.939450127221789,4236318.065187889151275
194,,,188,188.000000000000000,188,188,0,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8871.051247952942504,2942629.003539892379194
195,,,189,189.000000000000000,189,189,0,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10512.205298711125579,5032330.513163698837161
196,,,190,190.000000000000000,190,190,0,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.657695959384554,453.192421578172969
197,,,190,190.000000000000000,190,190,0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000000005587935,25.000000013969839
198,,,191,191.000000000000000,191,191,0,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5492.831564622136284,901366.846664865501225
199,,,192,192.000000000000000,192,192,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.515735803588996,26692.308908901981340
200,,,193,193.000000000000000,193,193,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16752.969099594974978,7591217.055875507183373
201,,,194,194.000000000000000,194,194,0,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7127.879546266853140,1515702.661508552497253
202,,,195,195.000000000000000,195,195,0,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16290.094478739671104,10438300.189895136281848
203,,,196,196.000000000000000,196,196,0,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5767.336866844823817,1537593.968126733787358
204,,,197,197.000000000000000,197,197,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7109.455289799941056,1785558.543713235994801
205,,,198,198.000000000000000,198,198,0,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14065.027477454099426,10100524.944361831992865
206,,,199,199.000000000000000,199,199,0,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6684.395209999099279,1541747.231950087472796
207,,,200,200.000000000000000,200,200,0,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.873888382233417,1150217.683497159276158
208,,,201,201.000000000000000,201,201,0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783.461628973934694,275629.583940179611091
209,,,202,202.000000000000000,202,202,0,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11571.829723000466402,7348761.191829537041485
210,,,203,203.000000000000000,203,203,0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097.472920293476818,2453140.409892797004431
211,,,204,204.000000000000000,204,204,0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5792.795180181654359,1682443.014414998469874
212,,,205,205.000000000000000,205,205,0,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12141.111072437688563,5675902.008949171751738
213,,,206,206.000000000000000,206,206,0,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9683.812918696805355,3337652.379105176310986
214,,,206,206.000000000000000,206,206,0,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854420622715818,17.098179924574687
215,,,207,207.000000000000000,207,207,0,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16726.526568419551040,5678945.400878780521452
216,,,208,208.000000000000000,208,208,0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018.595246665820468,443128.563998719153460
217,,,209,209.000000000000000,209,209,0,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9694.436059165391271,5325337.881137302145362
218,,,210,210.000000000000000,210,210,0,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10028.339656576992638,4166246.650099719408900
219,,,211,211.000000000000000,211,211,0,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5685.461134525169655,1410088.533811199245974
220,,,212,212.000000000000000,212,212,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7179.987601725650165,3022807.527241572272032
221,,,213,213.000000000000000,213,213,0,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9729.654378149025433,4203118.321902028284967
222,,,214,214.000000000000000,214,214,0,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13181.066935467537405,3951800.138678602874279
223,,,215,215.000000000000000,215,215,0,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795.572179007062914,1408137.033678359119222
224,,,216,216.000000000000000,216,216,0,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3979.708662766552607,579109.941988178528845
225,,,217,217.000000000000000,217,217,0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11012.394743894050407,3151474.150041944812983
226,,,218,218.000000000000000,218,218,0,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10969.340718042076332,5085634.523724683560431
227,,,219,219.000000000000000,219,219,0,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7119.951111769252748,2760095.278695534449071
228,,,220,220.000000000000000,220,220,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14577.665432518577290,9300296.520558770745993
229,,,221,221.000000000000000,221,221,0,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7994.994303092730661,2955579.522659498266876
230,,,222,222.000000000000000,222,222,0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10221.874206849137408,4291002.347073258832097
231,,,223,223.000000000000000,223,223,0,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12693.949143447978713,5966576.940200188197196
232,,,224,224.000000000000000,224,224,0,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6839.849081732266313,2487663.296877297572792
233,,,225,225.000000000000000,225,225,0,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5322.648196235838441,1287630.740469434997067
234,,,226,226.000000000000000,226,226,0,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6482.348456370633357,1967549.940803953446448
235,,,227,227.000000000000000,227,227,0,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16816.379022084980534,11168607.497262571007013
236,,,228,228.000000000000000,228,228,0,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.757769566073648,193310.930457615904743
237,,,229,229.000000000000000,229,229,0,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960.261858796154229,431596.668217478727456
238,,,230,230.000000000000000,230,230,0,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7177.496701973815107,1568437.538674925919622
239,,,231,231.000000000000000,231,231,0,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11935.420659477667868,5445852.385304105468094
240,,,232,232.000000000000000,232,232,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.147734193684300,181737.938423729530768
241,,,233,233.000000000000000,233,233,0,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5746.535668513548444,999158.748145095189102
242,,,234,234.000000000000000,234,234,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9595.812382923500991,5835689.028830928727984
243,,,235,235.000000000000000,235,235,0,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15692.492976344527051,9905030.310231322422624
244,,,236,236.000000000000000,236,236,0,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8387.070902242361626,2580001.513774631544948
