"","uRCA","LENGTH_M_sum","AREA_SQKM_mean","OUT_DIST_min","GRADIENT_mean","MNANPRC_M_mean","MEANANNCMS_mean","WIDTH_M_mean","DEPTH_M_mean","MAX_GRAD_D_max","LAKE_max","STRM_ORDER_max","AZIMTH_DEG_mean","SINUOSITY_mean","VAL_WIDTH_mean","FP_WIDTH_mean","DROPMAX_max","Fish_min","Basin_ID_min","VWI_Floor_mean","ValCnstrnt_mean","FlowVel_mean","BFQ_mean","StrmPow_mean","BeavHab_min","FISH_RESID_min","GEP_Cum_mean","GEP_mean","IP_CHIN2_mean","ELEV_M_mean","Shape_Area.x","Area_km2_RCA","Shape_Area.y","Area_km2_VB"
"95",93,534.411,2.111,66.657,0.094,0.379,0.008,0.349,0.035,0.134,0,1,327.55,1.03,28.432,33.113,2.343,0,5031101,81.396,94.563,0.612,0.008,7.375,0,1,0.228,0.255,0.025,532.334,1288706.66304098,1.28870666304098,58076.7132718475,0.058076713271847
"96",94,7033.818,38.627,66.615,0.023,0.438,0.212,1.791,0.089,0.049,0,3,245.612,1.02,17.479,33.818,2.343,1,5031101,9.865,18.853,0.921,0.145,36.153,0,1,0.268,0.312,0.314,577.846,14904047.6099648,14.9040476099648,831035.752051226,0.831035752051226
"97",95,9139.061,3710.373,7.029,0,0.409,25.01,19.268,0.342,0.002,0,6,246.598,1.154,575.793,503.532,0,1,5031709,29.883,26.133,0.487,3.209,6.802,1,1,0.281,0.023,0.895,310.072,5903783.15027674,5.90378315027674,4565293.08746005,4.56529308746005
"98",96,868.467,22.069,7.02,0.002,0.323,0.078,1.09,0.067,0.012,0,3,255.689,1.063,119.794,183.304,0,1,5031709,109.98,168.157,0.219,0.016,0.608,1,1,0.152,0.005,0.304,309.705,231922.215055097,0.231922215055097,231922.215055311,0.231922215055311
"99",97,5466.772,6.178,28.631,0.007,0.312,0.019,0.524,0.044,0.048,1,1,198.149,1.05,173.016,88.227,0,1,5031709,369.416,170.925,0.234,0.004,0.401,0,1,0.147,0.045,0.129,322.296,17.0982653882539,0.000017098265388,1707897.67418648,1.70789767418648
"100",97,5466.772,6.178,28.631,0.007,0.312,0.019,0.524,0.044,0.048,1,1,198.149,1.05,173.016,88.227,0,1,5031709,369.416,170.925,0.234,0.004,0.401,0,1,0.147,0.045,0.129,322.296,10693544.9023606,10.6935449023606,1707897.67418648,1.70789767418648
"101",98,1423.234,2.708,28.634,0.015,0.316,0.008,0.352,0.035,0.033,1,2,151.358,1.027,180.798,49.906,0,1,5031709,517.679,141.03,0.361,0.004,0.888,1,1,0.189,0.062,0.112,324.164,5961458.97690351,5.96145897690351,460671.086745583,0.460671086745583
"102",99,769.472,18.37,7.839,0,0.323,0.062,0.973,0.063,0.012,0,3,313.931,1.089,298.896,170.161,0,1,5031709,307.129,174.759,0.157,0.01,0,1,1,0.152,0.014,0.28,309.524,280068.052952351,0.280068052952351,280068.052953422,0.280068052953422
"103",100,2016.163,3.057,7.848,0.012,0.327,0.009,0.381,0.037,0.102,0,1,173.971,1.061,62.393,59.049,0,0,5031709,159.919,154.184,0.246,0.003,0.763,0,1,0.19,0.079,0.09,314.693,5717482.57566779,5.71748257566779,586075.967850588,0.586075967850588
"104",101,2921.848,6.25,116.683,0.052,0.391,0.026,0.61,0.048,0.086,0,2,156.758,1.019,35.834,20.209,0,1,5031606,69.122,34.407,0.861,0.026,11.63,0,1,0.29,0.278,0.08,530.391,9250040.59970426,9.25004059970426,311625.2452565,0.3116252452565
"105",102,1824.828,3.351,116.683,0.074,0.386,0.013,0.447,0.04,0.102,0,2,261.165,1.017,8.292,18.906,0,0,5031606,18.874,42.252,0.789,0.014,10.015,0,1,0.255,0.279,0.044,527.598,6089606.38443242,6.08960638443242,184965.727553181,0.184965727553181
"106",103,668.259,3.916,123.942,0.054,0.374,0.014,0.459,0.041,0.069,0,2,39.39,1.034,31.241,22.871,0,1,5031604,68.17,49.759,0.836,0.016,8.576,0,1,0.236,0.246,0.061,544.157,3182136.45458222,3.18213645458222,55177.0010963035,0.055177001096303
"107",104,424.914,2.113,123.954,0.065,0.373,0.008,0.345,0.035,0.083,0,1,117.083,1.018,36.536,26.784,0,1,5031604,105.515,77.596,0.724,0.009,5.392,0,1,0.245,0.203,0.045,537.993,2689435.88369884,2.68943588369884,55857.6994477714,0.055857699447771
"108",105,370.919,6.981,10.876,0,0.323,0.022,0.586,0.047,0.014,1,2,261.772,1.047,125.213,98.619,0,1,5031709,215.187,169.008,0.127,0.004,0,1,1,0.185,0.034,0.102,315.071,64305.6471757462,0.064305647175746,64305.6471759504,0.06430564717595
"109",106,321.421,2.204,10.878,0.01,0.324,0.007,0.318,0.033,0.021,0,2,149.163,1.149,44.58,42.978,0,1,5031709,140.1,136.047,0.284,0.003,0.412,1,1,0.208,0.043,0.128,315.578,1710093.07226353,1.71009307226353,98132.2676232026,0.098132267623203
"110",107,1051.249,3.693,11.231,0.015,0.323,0.011,0.402,0.038,0.023,1,2,244.169,1.036,167.108,81.937,0,1,5031709,416.111,203.369,0.417,0.006,0.979,1,1,0.211,0.06,0.13,321.486,8994000.24912621,8.99400024912621,425931.07531911,0.42593107531911
"111",108,372.487,2.303,11.24,0.01,0.322,0.007,0.325,0.034,0.016,1,1,206.292,1.018,72.017,42.811,0,1,5031709,220.185,131.882,0.305,0.004,0.348,1,1,0.165,0.078,0.103,316.579,593923.807410619,0.593923807410619,117714.578775032,0.117714578775032
"112",109,2413.147,3.037,46.262,0.006,0.328,0.009,0.38,0.037,0.035,1,2,302.221,1.08,220.412,73.113,0,1,5031709,581.735,190.894,0.203,0.003,0.32,1,1,0.32,0.124,0.134,321.51,5419888.40113431,5.41988840113431,1082233.8815191,1.0822338815191
"113",110,5561.564,4.258,46.261,0.009,0.318,0.013,0.443,0.04,0.048,0,2,235.872,1.053,96.81,65.092,0,1,5031709,233.188,146.1,0.243,0.004,0.578,0,1,0.274,0.084,0.152,325.428,11018475.5852227,11.0184755852227,4029597.37098939,4.02959737098939
"114",111,937.817,2.484,115.586,0.085,0.364,0.009,0.368,0.036,0.105,0,1,41.196,1.015,10.441,21.455,0,0,5031606,28.134,57.856,0.737,0.01,7.959,0,1,0.302,0.308,0.031,477.56,2755471.84770017,2.75547184770017,119538.576715669,0.119538576715669
"115",112,1193.675,15.308,115.567,0.027,0.383,0.065,0.998,0.064,0.038,0,3,322.46,1.024,20.278,41.121,0,1,5031606,20.464,41.541,0.813,0.052,13.718,1,1,0.279,0.268,0.191,457.834,1370563.39733418,1.37056339733418,129126.865368052,0.129126865368052
"116",113,16876.909,35.904,38.921,0,0.32,0.129,1.392,0.077,0.008,1,3,226.989,1.053,110.875,203.315,0,1,5031708,88.679,145.203,0.187,0.02,0.118,1,1,0.206,0.031,0.281,320.27,22558727.4324988,22.5587274324988,17379957.8354554,17.3799578354554
"117",114,2984.213,3578.751,38.904,0,0.412,24.336,19.008,0.34,0.002,0,6,229.353,1.254,919.063,1056.148,0,1,5031709,48.35,55.565,0.494,3.189,0.818,1,1,0.288,0.038,0.893,317.921,3672348.3693967,3.6723483693967,1538236.55660361,1.53823655660361
"118",115,112.782,2.117,103.318,0.075,0.334,0.006,0.3,0.032,0.075,0,2,26.67,1.018,12.834,18.159,0,1,5031608,42.77,60.27,0.832,0.008,5.918,0,1,0.298,0.171,0.04,423.756,1454129.97463082,1.45412997463082,9654.85870806648,0.009654858708066
"119",116,985.33,2.42,103.316,0.048,0.336,0.008,0.344,0.035,0.06,0,2,116.058,1.015,21.51,16.614,0,1,5031608,62.229,48.248,0.704,0.008,3.985,0,1,0.285,0.267,0.047,442.737,4848822.41545505,4.84882241545505,118240.647000658,0.118240647000658
"120",117,3254.249,5.546,123.472,0.041,0.358,0.02,0.538,0.045,0.069,0,3,45.241,1.015,8.662,23.296,0,1,5031604,17.312,44.458,0.771,0.019,7.52,0,1,0.214,0.233,0.077,526.507,9949034.84135944,9.94903484135944,409463.05416106,0.40946305416106
"121",118,1269.239,2.515,123.493,0.077,0.361,0.009,0.369,0.036,0.109,0,2,304.728,1.021,8.187,20.178,0,0,5031604,21.973,54.526,0.744,0.01,7.242,0,1,0.227,0.237,0.042,507.211,3988519.30878921,3.98851930878921,148472.078883756,0.148472078883756
"122",119,219.853,2.03,65.73,0.012,0.326,0.006,0.308,0.033,0.021,0,2,343.485,1.011,6.321,53.263,0,1,5031608,20.52,173.078,0.341,0.004,0.424,1,1,0.28,0.043,0.131,360.062,82793.2203139484,0.082793220313948,15132.0929568353,0.015132092956835
"123",120,3026.995,4.173,65.73,0.029,0.338,0.014,0.456,0.041,0.068,0,2,290.376,1.013,124.189,54.164,0,1,5031608,274.662,112.161,0.592,0.011,3.175,0,1,0.326,0.236,0.116,393.357,9939709.31788868,9.93970931788868,391775.989154608,0.391775989154608
"124",121,1170.832,3561.668,41.72,0,0.413,24.229,18.966,0.339,0.002,0,6,165.827,1.141,1310.802,779.642,0,1,5031709,69.096,41.105,0.505,3.244,2.893,1,1,0.288,0.022,0.894,318.018,292670.007214388,0.292670007214388,292670.00721387,0.29267000721387
"125",122,4729.604,13.097,41.74,0.001,0.317,0.043,0.813,0.057,0.015,1,3,262.792,1.034,91.537,143.928,0,1,5031709,114.948,177.572,0.164,0.008,0.148,1,1,0.215,0.007,0.221,319.507,2223586.74740888,2.22358674740888,2223586.74740888,2.22358674740888
"126",123,2811.614,8.559,121.306,0.032,0.367,0.033,0.712,0.053,0.052,0,2,47.302,1.016,11.388,50.463,0,1,5031604,16.55,68.922,0.762,0.029,8.864,0,1,0.238,0.199,0.133,481.354,4861507.46267815,4.86150746267815,350376.794711386,0.350376794711385
"127",124,752.34,2.778,121.306,0.036,0.351,0.009,0.376,0.037,0.071,0,2,102.887,1.022,8.685,29.478,0,1,5031604,23.863,79.512,0.609,0.008,3.226,0,1,0.238,0.214,0.095,453.124,1988542.75306457,1.98854275306457,50831.4469096443,0.050831446909644
"128",125,1137.878,2.741,73.068,0.104,0.41,0.011,0.42,0.039,0.146,0,1,317.04,1.006,26.115,-9999,2.343,0,5031101,62.788,45.826,0.673,0.011,11.161,0,1,0.204,0.296,0.009,711.309,4189514.85563132,4.18951485563132,140922.812049273,0.140922812049273
"129",126,218.137,28.173,73.04,0.051,0.454,0.149,1.506,0.08,0.059,0,3,244.1,1.011,16.177,26.547,2.343,1,5031101,10.74,17.642,1.324,0.16,79.926,0,1,0.269,0.224,0.125,663.559,13841.8339886842,0.013841833988684,13841.83398856,0.01384183398856
"130",127,1370.244,22.978,73.241,0.046,0.459,0.131,1.411,0.078,0.069,0,3,240.314,1.006,27.615,17.799,2.343,1,5031101,19.577,12.601,1.218,0.133,61.332,0,1,0.272,0.407,0.135,697.362,1542686.65580783,1.54268665580783,167250.354571337,0.167250354571337
"131",128,956.482,2.724,73.203,0.081,0.422,0.012,0.425,0.039,0.113,0,1,162.868,1.015,44.192,23.435,2.343,0,5031101,102.602,54.605,0.803,0.014,10.296,0,1,0.256,0.273,0.045,700.418,3131082.72030925,3.13108272030925,127465.210646278,0.127465210646278
"132",129,5017.239,7.861,114.982,0.047,0.39,0.033,0.696,0.052,0.117,0,2,141.277,1.021,39.294,23.8,1.974,0,5031606,57.222,33.283,0.834,0.031,12.203,0,1,0.272,0.286,0.099,510.478,12105617.9705591,12.1056179705591,538586.54853081,0.53858654853081
"133",130,5009.554,6.321,114.984,0.041,0.363,0.024,0.589,0.047,0.069,0,3,57.217,1.007,20.115,26.023,0,1,5031606,39.644,43.545,0.792,0.022,8.328,0,1,0.23,0.266,0.095,510.822,14142286.5553834,14.1422865553834,629369.112244046,0.629369112244046
"134",131,1986.909,5.102,635.917,0,0.323,0.016,2.024,0.215,0.015,1,2,148.064,1.008,89.494,89.081,0,1,3070111,44.956,44.684,0.336,0.15,0,1,1,0.14,0.07,0,289.4,5687269.29696958,5.68726929696958,37535.6619715174,0.037535661971517
"135",132,2536.615,5.83,635.917,0.002,0.325,0.019,2.18,0.224,0.015,1,1,274.744,1.026,98.03,94.24,0,1,3070111,45.5,43.392,0.483,0.223,7.625,1,1,0.152,0.083,0.027,290.168,7910747.62990814,7.91074762990814,265619.264140705,0.265619264140705
"136",133,1432.756,23.147,113.638,0.021,0.366,0.097,1.216,0.071,0.038,0,3,73.54,1.014,24.501,56.748,0,1,5031606,20.145,46.694,0.763,0.066,14.331,1,1,0.264,0.228,0.269,415.814,1782921.30411928,1.78292130411928,169626.913959843,0.169626913959843
"137",134,2084.802,19.726,113.64,0.022,0.377,0.085,1.138,0.069,0.038,0,3,269.023,1.036,8.625,36.908,0,1,5031606,7.588,32.568,0.772,0.06,13.891,1,1,0.28,0.228,0.242,422.031,1953110.69184688,1.95311069184688,252861.064619914,0.252861064619914
"138",135,5817.838,9.712,74.536,0.073,0.471,0.054,0.87,0.058,0.123,0,2,225.684,1.012,93.961,23.327,2.343,0,5031101,118.261,31.69,1.065,0.061,39.286,0,1,0.223,0.327,0.077,909.073,16889460.9425308,16.8894609425308,680191.679881764,0.680191679881764
"139",136,3458.538,3.885,74.536,0.093,0.465,0.02,0.547,0.045,0.151,0,2,185.935,1.007,46.877,11.563,2.343,0,5031101,85.286,22.048,0.915,0.023,21.764,0,1,0.289,0.33,0,899.991,7175234.63273609,7.17523463273609,461017.134809551,0.461017134809551
"140",137,2145.574,6.368,101.308,0.019,0.333,0.021,0.567,0.046,0.044,0,3,52.995,1.017,17.324,14.753,0,1,5031608,31.188,25.753,0.501,0.013,2.718,0,1,0.275,0.211,0.164,399.508,4213860.20274518,4.21386020274518,271433.367279057,0.271433367279057
"141",138,1393.32,3.003,101.294,0.036,0.336,0.01,0.379,0.037,0.056,0,2,172.016,1.032,7.062,16.268,0,1,5031608,18.602,44.557,0.622,0.008,3.074,0,1,0.233,0.156,0.078,403.442,3724581.5698189,3.7245815698189,147396.108117657,0.147396108117657
"142",139,2407.289,115.971,42.792,0.002,0.324,0.457,2.629,0.11,0.007,1,4,162.774,1.056,103.563,218.646,0,1,5031707,39.395,83.204,0.328,0.095,3.109,1,1,0.167,0.047,0.534,319.613,2004585.99487756,2.00458599487756,992517.116149209,0.992517116149208
"143",140,11965.554,3434.244,42.83,0,0.416,23.592,18.716,0.337,0.002,0,6,212.167,1.312,355.607,452.041,0,1,5031709,19.003,24.152,0.474,2.988,7.804,1,1,0.293,0.034,0.887,319.255,8179297.30960506,8.17929730960506,7643942.79172048,7.64394279172048
"144",141,2104.655,2.534,64.231,0.027,0.324,0.008,0.344,0.035,0.054,0,2,208.622,1.02,19.106,48.175,0,1,5031608,57.034,138.442,0.502,0.006,1.745,0,1,0.323,0.162,0.099,360.112,5338244.81855492,5.33824481855492,322941.13310135,0.32294113310135
"145",142,1617.376,10.697,64.199,0.011,0.33,0.036,0.739,0.054,0.021,0,3,308.794,1.012,79.715,115.803,0,1,5031608,110.957,157.726,0.456,0.018,2.298,1,1,0.304,0.104,0.232,350.022,1502127.52448379,1.50212752448379,302006.087241743,0.302006087241743
"146",143,704.117,2.267,126.398,0.068,0.371,0.008,0.356,0.035,0.083,0,2,302.299,1.014,41.243,15.497,0,1,5031604,116.591,43.387,0.794,0.01,6.666,0,1,0.203,0.238,0.046,585.045,3429995.27479194,3.42999527479194,72130.6531045857,0.072130653104586
"147",144,303.701,2.051,126.399,0.073,0.374,0.007,0.341,0.035,0.088,0,2,224.987,1.008,36.479,17.638,0,1,5031604,107.173,51.723,0.737,0.009,6.123,0,1,0.221,0.212,0.044,571.971,1707436.43230086,1.70743643230086,46662.6802896358,0.046662680289636
"148",145,1403.97,12.583,122.165,0.023,0.356,0.049,0.862,0.059,0.034,0,3,215.822,1.011,8.231,30.997,0,1,5031604,9.58,36.01,0.713,0.036,8.569,1,1,0.225,0.23,0.198,455.022,1362608.31016513,1.36260831016513,176504.173224286,0.176504173224286
"149",146,1300.833,16.518,122.162,0.018,0.365,0.067,1.012,0.064,0.043,0,3,267.653,1.023,27.879,38.719,0,1,5031604,27.665,38.315,0.652,0.042,8.425,0,1,0.235,0.249,0.256,448.931,1689244.27814421,1.68924427814421,113599.013404556,0.113599013404556
"150",147,2403.909,10.691,123.369,0.03,0.368,0.042,0.8,0.056,0.046,0,3,269.293,1.006,97.417,27.512,0,1,5031604,120.588,34.408,0.772,0.035,10.231,0,1,0.229,0.245,0.153,490.479,6011936.51130826,6.01193651130826,348316.636317842,0.348316636317842
"151",148,102.071,2.003,123.349,0.063,0.362,0.007,0.329,0.034,0.063,0,1,180.79,1.004,11.198,28.199,0,1,5031604,34.03,85.684,0.79,0.009,5.417,0,1,0.246,0.184,0.044,460.433,679946.301477506,0.679946301477506,23331.2117569286,0.023331211756929
"152",149,752.843,5.461,125.69,0.05,0.371,0.02,0.555,0.046,0.062,0,3,285.516,1.022,34.51,21.5,0,1,5031604,61.134,38.577,0.871,0.022,10.732,0,1,0.215,0.23,0.065,543.416,907507.463992984,0.907507463992984,80543.5816846496,0.08054358168465
"153",149,752.843,5.461,125.69,0.05,0.371,0.02,0.555,0.046,0.062,0,3,285.516,1.022,34.51,21.5,0,1,5031604,61.134,38.577,0.871,0.022,10.732,0,1,0.215,0.23,0.065,543.416,25,0.000025,80543.5816846496,0.08054358168465
"154",150,440.563,2.148,125.738,0.067,0.367,0.008,0.344,0.035,0.073,0,2,195.017,1.011,5.457,18.173,0,1,5031604,15.86,52.626,0.836,0.01,6.621,0,1,0.241,0.271,0.045,540.942,2920709.2349518,2.9207092349518,50626.4805961678,0.050626480596168
"155",151,354.203,45.465,113.303,0.013,0.37,0.199,1.739,0.087,0.021,0,4,34.39,1.033,15.42,32.604,0,1,5031606,8.867,18.696,0.713,0.108,14.196,1,1,0.27,0.184,0.41,400.361,544241.028538366,0.544241028538366,54401.8753270155,0.054401875327016
"156",152,530.269,2.041,113.338,0.041,0.352,0.007,0.327,0.034,0.045,0,2,308.31,1.047,8.594,-9999,0,1,5031606,26.312,23.15,0.636,0.007,2.814,0,1,0.263,0.145,0.046,407.474,1191598.89834038,1.19159889834038,73857.9168159118,0.073857916815912
"157",153,1762.879,3.13,45.482,0.003,0.305,0.009,0.367,0.036,0.007,0,1,67.929,1.044,51.86,78.36,0,1,5031707,145.864,213.465,0.168,0.002,0.07,1,1,0.133,0.062,0.152,326.373,2166899.55569161,2.16689955569161,674434.811698217,0.674434811698217
"158",154,3914.102,95.601,45.516,0.003,0.327,0.377,2.39,0.105,0.013,0,4,114.622,1.039,249.191,325.898,0,1,5031707,105.352,136.064,0.371,0.093,3.343,1,1,0.182,0.043,0.53,329.144,3706904.77770429,3.70690477770429,2419857.61621752,2.41985761621752
"159",155,549.056,111.164,45.014,0.002,0.325,0.437,2.57,0.109,0.007,0,4,79.132,1.067,63.046,393.218,0,1,5031707,24.494,152.936,0.318,0.089,2.926,1,1,0.17,0.027,0.556,323.533,123598.339303957,0.123598339303957,123598.339303857,0.123598339303857
"160",156,2764.152,2.204,45.001,0.005,0.31,0.006,0.313,0.033,0.012,0,1,180.258,1.055,101.087,50.402,0,1,5031707,322.405,160.138,0.202,0.002,0.123,1,1,0.134,0.037,0.136,328.138,10620185.6020556,10.6201856020556,2218556.94049487,2.21855694049487
"161",157,2550.929,48.403,111.019,0.007,0.368,0.214,1.803,0.089,0.021,0,4,176.885,1.095,20.972,29.032,0,1,5031606,11.629,16.134,0.524,0.084,7.357,1,1,0.269,0.171,0.437,387.916,2743284.34058573,2.74328434058573,321078.352009858,0.321078352009858
"162",158,2447.767,3.52,111.015,0.065,0.366,0.013,0.443,0.04,0.103,0,2,303.98,1.012,8.526,-9999,0,0,5031606,19.62,17.487,0.791,0.014,8.624,0,1,0.279,0.254,0.048,443.527,6115531.29696096,6.11553129696096,302751.927027003,0.302751927027003
"163",159,3159.188,34.036,119.271,0.011,0.359,0.141,1.466,0.079,0.026,0,4,296.558,1.042,34.296,62.565,0,1,5031604,23.616,42.178,0.59,0.068,8.493,1,1,0.231,0.208,0.368,421.548,4559508.50734282,4.55950850734282,351071.422119798,0.351071422119798
"164",160,2694.569,4.224,119.307,0.064,0.357,0.015,0.476,0.042,0.147,0,2,241.598,1.01,12.556,20.794,0,0,5031604,27.972,44.224,0.746,0.015,8.231,0,1,0.23,0.236,0.064,462.719,7437851.94500819,7.43785194500819,324320.179534646,0.324320179534646
"165",161,3193.624,17.587,118.37,0.016,0.356,0.069,1.027,0.065,0.037,0,3,104.755,1.057,14.03,26.153,0,1,5031604,13.467,25.707,0.612,0.04,7.19,1,1,0.238,0.215,0.262,417.289,4548466.25483672,4.54846625483672,369501.391968674,0.369501391968674
"166",162,968.406,42.916,118.37,0.01,0.357,0.181,1.658,0.085,0.026,0,4,294.763,1.044,27.596,104.771,0,1,5031604,16.627,63.244,0.551,0.078,9.839,1,1,0.231,0.089,0.395,401.393,472841.363542473,0.472841363542473,157374.863516771,0.157374863516771
"167",163,6271.062,6.514,631.568,0.001,0.324,0.021,2.273,0.229,0.009,1,2,261.441,1.047,105.984,90.943,0,1,3070111,46.383,39.805,0.428,0.235,4.698,1,1,0.11,0.052,0.152,293.557,19182568.9159582,19.1825689159582,9488466.77087596,9.48846677087596
"168",164,809.264,4.404,631.612,0,0.32,0.013,1.817,0.199,0.009,1,1,262.129,1.049,90.839,71.276,0,1,3070111,53.66,37.198,0.292,0.116,0.886,1,1,0.025,0.02,0.15,288.729,1405266.77037283,1.40526677037283,1405266.77037244,1.40526677037244
"169",165,1708.883,5.795,55.247,0.003,0.317,0.018,0.51,0.043,0.013,1,2,82.782,1.116,60.774,84.038,0,1,5031707,121.914,171.217,0.196,0.004,0.164,1,1,0.128,0.045,0.161,351.121,1609242.9352211,1.6092429352211,876796.681433246,0.876796681433246
"170",166,4412.594,19.725,55.22,0.005,0.332,0.071,1.041,0.065,0.013,0,3,102.958,1.068,73.216,159.224,0,1,5031707,72.005,153.285,0.359,0.024,1.463,1,1,0.213,0.02,0.307,358.498,2457168.37111926,2.45716837111926,2064311.55088139,2.06431155088139
"171",167,5840.35,873.908,63.334,0,0.395,5.123,8.754,0.219,0.004,0,5,240.236,1.504,162.14,314.384,0,1,5031608,18.531,35.916,0.377,0.721,3.448,1,1,0.279,0.043,0.888,326.036,2623726.75967076,2.62372675967076,1769717.91648992,1.76971791648992
"172",168,8088.498,60.163,63.347,0.004,0.378,0.28,2.059,0.096,0.02,1,3,230.62,1.082,152.573,132.716,0,1,5031607,74.678,64.132,0.367,0.072,4.49,1,1,0.293,0.085,0.446,335.413,17.098265372829,0.000017098265373,3390891.14197144,3.39089114197144
"173",168,8088.498,60.163,63.347,0.004,0.378,0.28,2.059,0.096,0.02,1,3,230.62,1.082,152.573,132.716,0,1,5031607,74.678,64.132,0.367,0.072,4.49,1,1,0.293,0.085,0.446,335.413,9085687.77369078,9.08568777369078,3390891.14197144,3.39089114197144
"174",169,2858.711,16.435,61.567,0.007,0.325,0.057,0.936,0.061,0.016,1,3,238.142,1.047,25.585,107.189,0,1,5031608,27.894,114.487,0.371,0.021,1.696,1,1,0.285,0.041,0.268,331.453,3746987.74252822,3.74698774252822,1404303.9553636,1.4043039553636
"175",170,1883.234,941.396,61.544,0,0.393,5.513,9.079,0.223,0.004,0,5,234.647,1.265,20.737,266.372,0,1,5031608,2.284,29.338,0.354,0.717,1.552,1,1,0.278,0.113,0.845,325.006,503933.931235361,0.503933931235361,319016.828881069,0.319016828881069
"176",171,2935.549,18.291,632.982,0,0.323,0.064,3.859,0.313,0.015,1,2,260.924,1.031,188.421,163.984,0,1,3070111,48.875,42.765,0.457,0.552,4.299,1,1,0.116,0.026,0.118,289.667,4495113.15774734,4.49511315774734,1580660.59771955,1.58066059771955
"177",172,1077.965,2.512,632.982,0.001,0.321,0.007,1.436,0.177,0.015,1,2,270.717,1.045,71.562,62.897,0,1,3070111,49.846,43.479,0.326,0.082,0.744,1,1,0.135,0.017,0,289.23,644853.197553885,0.644853197553885,564195.669376592,0.564195669376592
"178",173,770.477,23.978,632.211,0,0.323,0.083,4.363,0.336,0.015,1,3,299.618,1.022,203.444,167.592,0,1,3070111,46.649,38.417,0.467,0.684,0,1,1,0.108,0.011,0.155,289.179,697968.279138506,0.697968279138506,697968.279138903,0.697968279138903
"179",174,6919.321,3.942,632.24,0.001,0.321,0.012,1.807,0.202,0.015,1,2,226.775,1.067,75.979,63.696,0,1,3070111,41.866,34.911,0.326,0.119,1.375,1,1,0.126,0.02,0.151,290.761,5569484.6924439,5.5694846924439,3401951.91289,3.40195191289
"180",175,641.127,31.466,54.613,0.003,0.326,0.115,1.322,0.075,0.013,0,3,31.575,1.033,36.912,50.161,0,1,5031707,28.107,38.593,0.304,0.03,1.284,1,1,0.177,0.034,0.354,347.476,4193861.93204376,4.19386193204376,432154.875301143,0.432154875301143
"181",176,2885.929,19.663,54.615,0.008,0.347,0.076,1.076,0.066,0.02,1,4,145.967,1.034,38.446,135.497,0,1,5031707,35.794,126.164,0.431,0.031,2.787,1,1,0.262,0.033,0.296,356.745,2733220.89373764,2.73322089373764,1433767.15029209,1.43376715029209
"182",177,1342.548,2.564,68.889,0.021,0.318,0.008,0.342,0.035,0.033,0,2,323.556,1.039,20.527,52.746,0,1,5031608,60.436,154.515,0.446,0.005,1.211,1,1,0.279,0.114,0.108,336.262,3301029.23312784,3.30102923312784,348584.647190123,0.348584647190123
"183",178,2116.31,867.028,68.844,0,0.396,5.096,8.731,0.218,0.004,0,5,211.322,1.442,337.263,231.008,0,1,5031608,38.626,26.458,0.376,0.717,2.608,1,1,0.28,0.043,0.893,327.515,780604.104260157,0.780604104260157,581160.792964831,0.581160792964831
"184",179,2815.401,4.757,116.847,0.047,0.349,0.017,0.504,0.043,0.083,0,2,48.996,1.011,8.319,19.462,0,1,5031604,16.148,38.663,0.789,0.017,7.799,0,1,0.257,0.238,0.072,441.596,7043107.07566835,7.04310707566835,351963.149232501,0.351963149232501
"185",180,1678.736,63.621,116.88,0.006,0.356,0.274,2.038,0.096,0.026,0,4,292.125,1.112,26.196,45.952,0,1,5031604,12.847,22.539,0.481,0.094,8.43,1,1,0.232,0.155,0.463,394.994,1122616.59124405,1.12261659124405,208583.04383003,0.20858304383003
"186",181,732.046,3.6,49.096,0.011,0.307,0.01,0.395,0.038,0.015,0,1,31.347,1.01,11.626,76.535,0,1,5031707,29.163,195.262,0.353,0.005,0.557,1,1,0.157,0.087,0.157,337.731,3808227.39047412,3.80822739047412,236829.557938658,0.236829557938658
